Word	Count
Aah!	1
data	1
grow	1
remember	2
maybe	3
away...	1
freeze.	1
so	23
talk	5
no,	3
no.	3
years	1
course	1
rings.	1
mom.	2
cold	1
still	2
dead?	1
thank	1
he's	5
did.	3
he'd	1
dead.	1
bird,	1
igloo.	1
year,	1
Mel.	2
She	6
not	24
now	1
kids.	2
70%.	1
birthday?	1
entirely	1
turtle	1
got.	1
or,	1
Right,	1
funny.	1
girl	7
Hello.	1
bulk...	1
Julia.	1
Julia,	2
shouldn't	2
happened...	1
earlier	1
Sometimes	1
fire.	1
face,	1
explorers	1
care	1
show.	1
Being	1
discussing	1
100%	1
thing	3
sticky.	1
place	1
Beth's	1
think	15
first	5
emotion	1
Techtropolis.	1
anymore.	2
There	2
one	11
brain.	2
brain,	1
sounds	1
drove	1
little	4
anyone	2
Such	1
white	1
speaking	1
eyes	3
on.	2
hairdresser.	1
that	42
brains	1
appreciates	2
much.	4
here's	1
bit.	1
Love	1
19	1
18	1
were	8
and	49
tasted	1
He's	4
turned	1
say	4
exchanging	1
saw	1
any	2
Do	5
bad?	1
squad	1
take	3
online	4
wanting	1
touch,	1
sure	1
track	1
mate,	1
mate.	1
nice.	1
forever	1
considered	1
proud	1
heat	1
idea.	2
Antarctica	3
brain?	2
Mom.	2
senior	1
not.	4
alone,	1
warden?	1
Smile	1
We	10
slow	1
uh!	1
enough	1
either	2
only	3
try.	1
49%	1
get	18
reading	1
worried	1
storm.	1
penguins	8
could've	1
where	4
everything's	1
bye.	1
seat	1
college	1
parking	1
pebble	1
wonder	1
That	8
ways	1
date?	1
date!	1
come?	1
whatever.	2
Butt	1
loaf.	1
before	1
across	2
date.	8
notice	2
anyway,	1
sensitive,	1
honest,	1
Coffee?	1
come	2
doing?	4
way?	1
many	2
quiet	1
But,	1
dated	1
'Cause	3
way,	1
can't	3
rub.	2
grounded.	1
Really?	2
learning	1
four.	1
grounded,	1
want.	3
Ooh,	2
But	5
turtle,	1
Bug	1
wants	5
dating?	1
about..."	1
wake	1
dating,	3
dating.	3
myself	2
these	2
chicken's	1
trick	1
Besides,	1
life.	5
care.	1
life,	2
fool	1
carrots.	1
crowded,	1
net.	1
mucus	1
thought...	1
welcome.	1
according	1
good	8
punched	1
protein	1
everyday	1
worry	1
thinking,	1
different	1
refreshing.	1
little,	1
Ow!	2
same	2
charge.	1
pan	1
They're	3
finish	1
I	198
welcome!	1
been.	1
totally	1
Buses	1
Is	6
It	3
In	2
it:	1
scholarship	1
You're	22
am,	1
being	2
rest	1
Her	1
possible.	1
seems	1
except	1
difficult...	1
real	2
Simba?	1
read	2
gonna	13
early	1
Simba.	1
dancer,	1
sorry.	4
mom	1
meat	2
Bye,	1
dick,	1
dick.	1
nose	1
always	5
Mamacita...	1
broke.	1
Sammy.	1
thinks	1
stops	1
pocket?	1
refer	1
think.	1
think,	1
seconds	1
think?	1
monitors.	1
five.	1
throw	1
on	28
Me,	1
favorite	2
out?	1
stand	2
it's	11
doze	1
out,	2
cakes.	1
out.	3
Yes.	2
Yes,	1
freaked	1
your	22
T-shirts	1
stare	1
how's	2
her	11
there	10
hey	1
start	1
lot	5
Great.	2
you.	8
you,	3
Remember	1
you?	3
terrifying.	1
trying	1
with	31
they're	3
rush	1
are.	1
appliance	1
are?	1
expect	1
research?	1
taste	1
certain	1
am	2
deep	1
an	7
research,	1
How	2
examine	1
at	11
again	1
deserve	1
rubber	1
you	79
move,	1
pillows	1
...quickest	1
planet.	1
oh"	4
yo,	1
remote	1
someone,	1
all	15
lack	1
son.	2
seals	1
Take	1
really,	1
Brown	2
Otherwise,	1
whoever	1
to	103
those	4
is.	1
woman	3
very	1
is,	1
fat	1
mess.	1
I'd	2
worst	1
I'm	40
college,	1
college.	1
smaller?	1
Don't	1
small	3
broken?	1
flick	1
quicker	1
ice...	1
range,	1
quiet.	1
answer.	1
lying.	1
him?	2
what	22
necessary.	1
him.	8
him,	1
fat--	1
Totally	1
plush	1
will.	1
hours	1
free	1
Almost	1
Absolutely	1
creepy	1
90%	1
because...	2
family	2
know?	4
marriages	1
put	5
know.	12
know,	13
guess.	1
story,	1
eye	6
two	2
God.	2
more	3
ahead.	1
So	6
Now	1
shit.	1
tough.	1
nine	1
strategies	2
online.	1
nothing.	1
Your	1
scary.	1
stacking	1
phrase	1
Doug,	1
Dude,	1
Good.	1
dorm.	1
okay	2
funny,	1
Antarctica.	1
diagnosed,	1
blood	1
coming	1
backyard	1
a	99
hauling	1
especially,	1
that's	6
What	11
help	3
don't	41
developed	1
uh,	1
through	2
hell	1
smiling	2
its	1
Where	1
Hmm?	1
actually	3
might	2
haven't	1
it.	23
it,	1
someone	4
Sam.	2
Sam,	4
Sam!	2
great?	1
it?	2
research.	4
Sam?	2
chick.	1
great.	5
fine.	5
all.	2
Thanks	2
twice,	1
found	2
marry	1
isn't	1
everyone	1
difficult.	1
fish	1
hard	6
language.	1
ball	1
connect	1
really	11
research	2
presents	1
Evan.	1
ass	2
loop,	1
difficulty	1
reason	1
imagine	1
ask	3
teach	1
Researchers	1
People	1
sweets?	1
feel	6
feet	1
done	2
miss	2
answers,	1
guess	1
"	1
18.	1
least	1
store	1
India.	1
serious.	2
punched.	1
kind	8
supposed	1
hot.	1
head,	1
brother...	1
Julia	2
huh?	2
egg.	1
Got	1
meltdown	1
built	1
sometime?	1
also	2
Red	1
With	1
Go,	1
Go.	1
Go!	1
most	5
Common	1
'cause	1
honey.	2
nothing	1
The	9
sentence:	1
cares?	1
cotton...	1
officer.	1
yeah,	1
If	2
night.	2
taquitos,	1
feature.	1
session	1
Has	1
find	5
with.	1
French	1
pretty	2
his	4
hit	1
they'd	1
feels	1
ninth	1
him	6
distraction	1
birds,	1
set	1
"sports."	1
me...	1
sex	4
date,	1
see	5
are	25
close	1
fricking	1
girl.	1
won	1
years.	1
probably	1
donate	2
knowing	1
Kind	1
ranked	1
Um,	3
Sometimes,	4
both	1
last	2
wouldn't	2
annual	1
thong.	1
thinking	2
drink?	1
finds	1
secrete	1
computers,	1
loaf	1
town.	1
fun!	1
likes	2
fun,	2
fun.	2
Was	1
there,	1
hey,	2
hitting	1
there?	1
Sorry.	1
like.	3
like,	4
dance,	1
else	1
cake!	1
dude,	1
dude.	2
lives	1
Beth.	1
like?	1
cake.	2
look	3
Huh?	1
use.	1
Holds	1
where?	1
ready	2
rid	2
Casey's	1
normal.	2
So,	6
away?	2
room.	2
So?	2
so...	2
hello.	1
used	1
twice...	1
moving	1
recent	1
flirty	1
older	1
people,	1
inches.	1
people.	3
spent	1
magnified	1
yet.	1
person	1
yet,	1
spend	1
Because,	1
continent	1
communication,	1
parents	1
surprised	1
On	1
Last	1
Sheesh!	1
Of	1
couple	1
game	1
Or	1
wearing...	1
disorder	1
table,	1
Hey.	4
Hey,	9
often	1
jump?	1
some	8
back	6
Hey!	1
traits	1
added	1
Damn	1
pet	2
Look,	1
just,	1
Sugar!	2
dating	4
good,	1
good.	7
Something	1
And,	2
run	2
Banged	1
step	2
chick	2
by	4
anything	3
lucky.	1
Rizwana.	1
contact,	1
plan	1
fish.	2
girlfriend?	1
garbage	1
into	3
How?	2
Bennet	2
girlfriend,	1
strategy.	1
girlfriend.	1
Baby,	1
smells	1
long	1
Every	2
we're	1
Come	1
robbed,	1
collapsed	1
♪	38
line	1
kidding.	1
penguin	1
I'll	7
hockey?	1
hasn't	1
us	5
similar	1
called	4
helpful.	1
ordered	2
adults	1
scarlet	1
But...	1
smile.	2
rainbow	1
fixing	1
hell?	1
oven.	1
nice	2
happens	1
census,	1
Durocher	1
helping	1
smiled	1
Dinner!	1
desert	2
frozen,	1
Gardener,	1
she'd	1
back.	4
back,	1
At	2
Casey.	1
Casey!	1
she's	5
independent.	1
having	2
once	3
sometimes,	1
sometimes.	1
go	17
young	1
Not	5
include	1
sent	1
cod.	1
balls	1
putting	1
chooses	1
telling	1
more.	1
No,	8
entire	1
No.	6
help.	1
help,	1
they've	1
teeth?	1
try	4
No?	1
and...	2
us,	1
you'd	1
safe.	1
Insult	1
video	1
weird.	2
weird,	4
desire,	1
odd	1
sex?	1
that,	1
that.	7
plays	1
Ah.	1
Sam's	5
that?	1
nest,	1
Impressive	1
punch	1
shrimp.	1
let	1
great	3
technical	1
32	1
ones,	1
weren't	2
climb	1
makes	5
named	4
socializing	1
guy.	2
conditioner.	1
parrot?	1
standing	1
from	9
clocking	1
Edison,	2
few	2
Edison?	2
pencil	1
Laser	1
sir.	1
about	23
ramen.	1
this	11
us.	1
clients	1
Mr.	1
ice,	1
racket.	1
crossed	1
thin	1
of	41
we...	1
Ages	1
escaped	1
precisely.	1
something	6
slip	1
"twat"	1
sit	2
says.	1
Mm-hmm.	6
blocks	2
gentoo	1
cues,	1
lame	1
or	13
Middle	1
Antifreeze	1
lined	1
longest	1
penguins?	1
wow.	1
won't	2
looks	1
penguins.	1
mentioned	1
Easy.	1
Thanks.	5
willing	2
world.	1
2010	1
dad	2
look!	1
look.	1
look,	2
Can	4
front	2
talk...	1
Sam	4
least.	1
shortage	1
crossing	1
doing	1
listen.	1
frequency	1
Which	1
70%	1
Bubble	1
flirting."	1
special	1
out	12
time?	1
don't.	1
time.	5
mate	3
red	1
one's	1
This	7
completely	1
Penguins	2
headphones?	1
met.	1
Spend	1
met,	1
things,	1
could	6
times	1
things?	1
scare	1
"tri-blend."	1
anyone.	1
short.	1
have.	1
you're	8
fair	1
just...	2
two?	1
enough.	2
wrapped	1
Techtropolis	1
exactly	1
necessarily.	1
loved	1
20/20.	1
loves	1
cards?	1
have	17
need	4
hilarious.	2
purple,	1
purple.	1
After	2
able	1
comfortable.	1
which	5
bake-offs	1
Glad	1
Yeah?	2
snails.	1
terrible.	1
who	8
time's	1
Yeah.	10
Casey...	1
Yeah,	10
eight	1
why	3
Yeah!	1
face	4
looked	1
Wow.	6
Wow,	1
saying.	1
Everybody	1
one,	1
one.	2
bring	1
mean,	11
mean.	1
thicker	1
one?	2
'cause,	1
should	9
boobs.	1
Mom	1
maggots	2
riding	1
meant	1
chance?	1
beat	1
lucky	1
natural.	1
asshole.	1
ones	1
places	1
brain	1
calling	1
stuff	2
she	9
penguins,	1
grab	1
retarded?	1
creepy.	1
Good	2
acquire,	1
ends	1
gross.	1
gross,	1
thanks.	2
job	1
human,	1
Ping-Pong	1
police	1
Mets	1
taking	1
macaw.	1
equal	1
it's,	1
up...	1
Would	2
"Do	1
Girls	1
together.	1
Careful.	1
together,	1
done.	1
sense.	1
amigo	2
Get	2
assholes,	1
literal	1
waste	1
Toronto	1
thinking.	1
Pretend	1
glasses.	1
crappy	1
finished	1
That's	18
And	14
as	6
will	1
Twat,	3
Penguins.	1
Twat.	5
Twat!	1
nobody's	1
layer	1
sister.	1
almost	2
sad,	1
helped	1
partner	1
You	35
humans...	1
though.	1
gets	3
these?	1
lot.	1
Yo,	3
infinity	1
sit.	1
nationally	1
twat...	1
off	1
Red's	1
freezing.	1
part.	4
pebble.	1
thought	7
Have	1
Need	1
uh...	2
sources	1
twat,	10
twat.	3
Oh,	15
Oh.	10
Oh"	2
chinstrap	1
racist.	1
signals.	1
store?	1
room,	2
who's	1
contact...	1
know	12
store.	1
noise-cancellation	1
like	36
need.	1
become	1
"Making	1
because	4
scared	2
alive	1
Careful,	1
"Someone's	1
There's	5
home	1
before,	1
does	1
hey.	1
biology	2
there.	3
pressure	1
sister	1
getting	2
nonverbal	1
in.	2
neurotypicals.	1
herself.	1
Really	1
own	1
times,	2
female	1
Jesus!	1
Sure.	1
spots	1
now?	1
place.	1
bus	1
but	27
"Thank	1
repeated	1
children.	1
smart.	1
be	26
bug	2
he	12
made	2
Gold	1
eyes?	1
wish	2
this.	5
cake	1
eyes.	1
problem	1
this?	2
friend.	5
B-r-e-e.	1
our	1
kind.	1
autism	2
got."	1
Never	1
percent	1
other	3
Please,	1
I...	1
what's	1
upset?	1
again.	3
yes.	1
stay	2
yours?	1
chance	1
friends	2
coffee.	1
Well,	8
coffee?	1
