Word	Count
know?	1
ask	6
Too	1
know.	11
know,	6
guess,	1
You,	1
"have	1
two	1
You?	1
balls-deep.	1
God,	2
raft	1
God!	2
more	6
Yep.	3
knows	2
So	6
known	1
town	1
Cheese	1
shit.	1
hour	1
online?	1
Inn	1
learn	1
Your	3
pick	1
dress	3
information	1
needs	1
Doug,	1
Dude,	1
Doug.	1
baking?	1
lovestruck	1
goat	1
okay	1
rude	1
a	70
music,	1
music.	2
that's	10
What	13
help	4
don't	27
uh,	1
Meeting's	1
through	3
Roald	1
hell	1
messed	1
earplugs.	1
20	1
Where	1
course.	1
actually	2
Hmm.	2
haven't	1
it.	12
it,	3
good	1
somebody	1
Sam.	4
entire	2
Sam!	1
it?	2
Nope.	1
foot	2
great.	2
bigger	1
fine.	2
always	2
Newton	2
found	1
Sounds	1
isn't	1
weight	1
house	2
gun	1
expect	2
house?	1
More	1
E.	1
Third	1
since	2
Inn.	1
issue	1
anymore.	2
qualify	1
base	1
put	4
thoughts.	1
terrible	1
raisins,	1
feel	4
number	1
fancy	1
feet	1
done	1
minutes,	1
doctor?	1
Upstairs.	1
guess	2
suddenly,	1
least	1
compliment.	2
property.	1
first,	1
honestly...	1
relationship	1
humidifier,	1
part	1
believe	2
kind	4
gotten	2
youth	1
supposed	2
huh?	1
warning.	1
mountain	1
dancing	1
also	1
With	1
honey?	1
reach	1
unused	1
most	1
eaten	1
honey.	2
nothing	1
The	7
uniform.	1
yeti.	1
lying	1
Sam's	4
JJ	1
find	3
Dirt	1
nervous	1
condom	1
gel.	1
his	2
banned	1
tinnitus,	1
feels	1
during	1
won't.	1
him	4
idiot.	1
common	1
bulky	1
set	3
For	1
sex	4
see	4
are	30
portrait	1
leaving.	1
secret?	1
hungry.	1
kitchen,	1
years,	1
secret.	2
probably	5
donate	1
after,	1
do	11
days.	1
Um,	8
pissed	1
bar.	1
both	1
last	1
license	1
wouldn't	2
barely	2
those.	1
those,	1
whole	1
Anyway,	2
dances	1
bitch.	1
fun.	1
Was	1
expensive	1
hey,	1
referral,	1
referral.	1
like,	2
dance,	3
dance.	4
dude.	2
lives	1
She's	1
dude!	1
dance?	3
who?	1
look	2
well,	5
fun	3
Miss	1
ready	6
leaving	2
Casey's	2
away.	1
shirt	1
So,	1
away!	1
So?	1
so...	3
hallway	1
used	1
alert	1
do.	3
lacrosse	1
yet?	2
overwhelming.	1
people.	1
kept	2
yet.	2
person	1
worry	2
spend	1
mom	1
using	1
cut	2
interests?	1
parents	4
customers	1
Did	3
Of	1
bit	1
Or	1
shaped	1
continue	1
conclusion,	1
complicated.	1
Hey.	2
Hey,	6
Silent	2
some	5
curious	1
Bridges?	1
Look,	1
good,	1
good.	3
be	22
run	1
Look	1
by	3
anything	4
'cause	2
into	2
girlfriend.	1
see,	1
specifically	1
we're	4
forward	2
Come	6
♪	50
experience...	1
alert...	1
observation	1
I'll	9
up	3
us	2
called	1
x-ray	2
interventions	1
problem.	3
everybody.	1
hell?	1
happens	1
guaranteed?	1
"ball,"	1
holes	1
As	1
Scott	2
night.	1
Casey.	2
she's	1
Turner	1
Apparently	1
having	4
once	1
sometimes.	1
code	1
rules.	1
proposition	1
go	11
deal.	1
excluded	1
Not	3
Now	7
Mrs.	1
Mm...	1
putting	1
wash,	1
telling	4
No,	9
Nope,	1
No.	11
resource.	1
JJ's	3
help.	1
Nope!	1
try	8
and...	3
updo,	1
pants.	1
punishing	1
sex,	1
sex.	4
should...	1
weird.	1
sex?	3
that.	4
tested."	1
Ah.	2
Ah,	1
waiting	1
that?	3
piped	1
body	1
Zahid.	1
let	2
Our	2
Oreos	1
Back	1
34	1
Bonetown.	3
weren't	2
makes	4
Ritz	1
loneliness,	1
win	1
Robert	1
standing	1
use	3
from	4
few	2
ball.	1
pretty	1
Chuck	2
sir,	1
ashamed	1
idiotic.	1
Bennett.	1
this	13
us,	1
anywhere	1
thin	1
of	38
fit,	1
high	3
something	1
water.	1
sit	1
Mm-hmm.	1
fortunate	1
Clayton	6
Mm-hmm?	1
awesome.	1
attend	1
stop	2
tied	1
gone,	1
swollen?	1
noises	1
wedding	1
wow,	1
Hardaway.	1
looks	1
Lovestruck	1
mentioned	2
bunch	1
underwater	1
pool.	1
Thanks.	2
Thanks,	1
willing	1
dad	1
Can	6
hands	1
front	1
insisting	1
day	1
Sam	5
unpredictable	1
crossing	1
doing	2
strip	1
our	7
Uh-huh.	1
out	13
relay.	1
don't.	2
time.	1
cause	1
Buying	1
headphones.	3
This	4
book.	3
Knock-knock.	1
things.	1
things,	1
could	2
keep	3
conversation	1
speaking.	1
anyone.	2
lately,	1
list.	1
have,	2
two.	1
doesn't	2
be.	2
just...	3
Sir,	1
their	2
enough,	1
perfectly	1
really	10
lot	1
later,	1
later.	1
isolation	1
pot.	1
like...	1
could...	1
comfortable	1
have	28
need	5
can't.	3
hilarious.	1
afraid	1
minimally	1
able	2
Pass.	1
which	3
autism.	1
autism,	1
who	4
business.	1
Yeah.	6
Yeah,	5
clothes.	2
kissing.	1
why	5
saddest	1
vote.	1
upset	2
relative,	1
High	2
Wow.	2
you'll	2
Wow!	1
nope.	1
hairdos	1
wonderful,	1
brother	1
bring	1
mean,	4
arrived,	1
one	8
true,	1
Shoot.	1
should	9
team.	2
boobs.	2
ayes	1
Ziploc	1
handle	1
April?	1
means	2
beat	1
ones	1
April.	4
please.	1
Because	3
base,	2
anything.	1
calling	2
wasn't	2
stuff	2
she	9
won't	4
amazing,	1
Honey...	1
luckiest	1
Good	3
Dream...	1
nightmare	1
hit?	1
state	1
horrible	1
boundary	1
pants	1
Cool?	1
invited	1
acknowledge	2
kinds	1
Girls	1
walk	1
done.	1
boobs?	1
it's	12
assholes.	1
ah	4
recurring	1
home,	1
thinking.	1
present	1
That's	11
And	19
words.	1
Sex,	1
Sex.	1
will	4
outside.	1
Any	2
Sex?	1
ringing	1
almost	1
sad.	2
You	32
Hope	3
sad?	1
crackers.	1
of.	1
of?	1
difficult	1
caters	1
mall.	1
lights,	1
weirding	1
off	2
fighting	1
tundra.	1
Have	4
Mnh-mnh.	2
Elsa	2
going.	1
kids'	1
unsee!	2
going?	1
Oh,	17
Oh.	3
titty	1
Oh!	1
work?	1
store?	1
who's	1
know	25
call.	1
like	17
lost	1
lose	1
become	1
works	1
because	9
scared	1
hair	5
There's	3
home	3
before,	1
before.	2
e-mail	1
does	2
biology	1
stuff.	2
about	20
getting	4
therapist,	1
therapist.	2
chain!	1
swimming	2
own	2
weather	1
female	1
remember...	1
Paige?	1
kidding	1
Paige.	1
leather?	1
jinx	1
they?	1
but	10
eat	1
he	8
made	3
wise	1
students.	1
smooth	1
this.	1
tacos.	2
snoozefest.	1
piece	1
minutes	1
this?	1
friend.	1
friend,	1
16.	1
autism	2
if...	1
Shall	1
Never	1
other	5
Please,	1
I...	2
what's	3
in?	1
again.	1
Yuck.	1
inherently	1
stay	2
April	3
in.	2
upset.	1
Crackers	1
South	1
D-Train	3
Well,	12
news.	1
