Word	Count
bad	3
kid."	1
decided	1
fail	1
best	1
said	5
away	1
there's	1
we	19
weak	1
honestly,	1
news	1
just--	1
autistic.	1
Nah,	1
lot.	1
Doug	2
asked	2
excited.	1
money.	1
1763?	1
money,	1
Sorry	2
trust	2
now.	3
I've	2
three	1
been	11
now?	1
You've	2
lovely	1
threw	1
school!	1
wanted...	1
okay.	8
okay?	2
ask.	2
seven	2
cons	1
is	29
it	32
girls,	1
girls.	1
in	23
meet.	1
if	12
smoke?	1
your,	1
flower--	1
things	2
make	9
ranunculus.	1
wound	1
smoke.	1
Of	1
academically-motivated	1
Maybe	3
hang	1
Men.	1
kid	1
cheese.	1
thing.	3
thing,	1
cool,	1
um...	4
the	66
smoked	1
Thank	3
just	17
athletic	1
feet,	1
human	1
noise-canceling	1
had	8
shout	1
easy	2
has	4
grade.	1
Are	5
Paige's	1
people	3
Clayton?	2
for	18
ice	3
everything	2
Let	4
vagina.	1
beating	1
He	6
meter.	1
burn	1
I'll...	1
peep	1
dinner	2
um,	1
mathematical	1
Dad.	2
Nike	1
son	1
Few	1
right	5
difference,	1
difference.	1
exciting.	1
stimuli.	1
support	1
way	2
was	30
head	1
what?	1
heal	1
Whoop-de-doo.	1
heat	1
hear	2
braces.	1
"X,"	1
room?	1
scratch.	1
mostly	1
'"	1
annoying	2
scratch?	1
Cheerio.	1
when	11
interested	1
jacket,	1
test	1
smell	2
jacket.	1
felt	1
flushes	1
promise.	1
younger	1
not.	3
cheated	1
assume	1
jacket	1
commercial.	1
ain't	1
huge.	1
Shelby	1
Shaheed,	1
methods,	1
Gonna	1
tea,	1
Nice.	1
day...	1
"kid	1
Where	2
cool	1
impressive	1
did	8
turns	1
leave	1
good.	4
Why?	3
pork	1
talked	2
says	4
regret	1
And,	2
else.	1
group.	1
"A"	2
Cheech?	1
else?	2
chicken	1
slow,	1
Paige...	1
Me	1
coming"?	1
Whoa,	1
fancy-ass	1
slow	1
along	2
willy-nilly.	1
change	1
share?	1
here?	1
How's	1
here.	3
here,	1
usually	1
weird	1
beautiful,	1
love	1
It's	11
prefer	1
should	4
yourself	1
working	1
incident.	1
superstar?	1
live	1
adorable.	1
today	1
These	2
Elsa's	1
sweetie.	1
and,	2
Girlfriend?	1
cream,	1
cream.	1
sweetie!	1
sweetie?	1
can	5
cream?	2
making	2
bae.	1
agree.	1
figure	4
kiddos	1
didn't	7
fuck	1
heard	1
this...	1
discuss.	1
watching	2
write	2
Why	7
Let...	1
"autistic	1
may	1
tipped	1
mad	1
on...	1
guys	2
grow	1
natural	1
remember	2
maybe	2
so	12
talk	6
no,	1
cute	1
no.	1
record!	2
mom?	1
record.	1
record,	1
ended	1
still	6
move...	1
group	2
thank	2
he's	4
interesting	1
did.	2
'ape-ricot.	1
policy	1
happened	2
Young	1
this--	1
lunch	1
She	5
not	10
now	2
discuss	1
kids.	1
Subpar	1
name	1
Except	1
car.	1
Right.	1
yes.	2
Julia.	1
Welcome	1
yes!	1
looking	3
shouldn't	1
Julia?	1
eggs.	1
Dog	1
curable	1
language	1
honest	1
thing	1
think	9
first	1
flower,	1
anymore.	1
There	3
but,	6
How'd	1
impossible	1
sounds	1
open	1
tomorrow	1
little	6
fruit!	1
fruit,	1
caught	1
Jarobi	1
on.	1
on,	1
that	45
much,	1
than	2
mosquito.	1
Love	1
recruit	2
future	1
asking.	1
were	9
cards	1
and	42
He's	2
appreciate	1
say	7
slam	1
coming.	1
Valley	2
saw	3
any	3
Do	2
isolate	1
been...	1
take	4
bad!	1
bad.	3
bad,	1
sure	2
pain	1
track	1
knew	2
apologies,	1
nice,	1
nice.	2
upsetting,	1
not?	1
drive	1
something.	1
not!	1
Mom,	2
less...	1
Probably.	1
need.	1
show	1
therapist	1
little...	1
bossy.	1
We	10
snack	1
only	2
going	2
over	1
get	9
celebrate	2
leather	1
predicted	1
friends.	3
finishing	1
where	2
crazy,	1
hurt.	1
anchored	1
job!	1
job.	2
wearing?	1
That	5
Bouncing	1
enough	1
whatever.	2
man.	1
Newton?	1
anyway,	2
doing,	1
doing.	2
good-looking	1
come	1
doing?	3
many	2
But,	3
Aw,	1
'Cause	1
way,	1
can't	10
We've	1
15-year-old	1
Really?	2
Eggs!	1
couldn't	2
Bad.	1
Bad,	1
want,	1
But	11
turtle.	1
wants	4
dating?	1
tiger	1
those	1
paying	1
problem.	1
these	3
clearly,	1
care,	1
life.	2
person.	1
outran	1
someone	2
Prep	2
worry	2
Division	1
different	1
Slim,	1
Ow!	2
same	1
I,	1
mode.	2
mode,	1
I	156
arctic	1
lactose-intolerant.	1
director	1
running	1
forgot.	1
relies	1
Is	3
no	1
It	4
without	1
In	1
unexpected,	1
Physical	1
summer	1
biology,	1
being	2
rule.	1
rule,	1
touch	1
speed	1
style.	1
thinking	1
we've	1
Anyway,	1
seems	1
either,	1
real	1
around	2
read	3
gonna	11
sorry.	4
mom	1
sorry,	2
world	2
chocolate-covered	1
homegirl	1
benefit	1
laughing	1
all.	5
interrupt,	1
second?	1
Since	1
pocket?	1
sixth	1
think?	1
throw	2
on	15
of	24
favorite	2
side	1
act	1
out,	1
or	7
out.	2
Yes.	6
Yes,	4
names?	1
Yes!	5
determine	1
your	24
morning.	1
trip,	1
ass.	1
how's	1
her	12
there	4
start	1
Blunt?	1
lot	4
Great.	1
you.	13
you,	7
amongst	1
you?	8
Small	1
trying	2
with	19
they're	2
wasn't	2
strawberry	1
classes,	1
faces.	2
Goodbye.	1
Kathy.	1
moved	2
an	9
How	3
as	7
at	17
girlfriend	4
qualities,	1
again	1
man-killer	1
Algebra	1
you	95
At	1
time	1
important	3
yo,	2
calls	1
someone,	1
Jesus.	1
environment.	1
starting	1
all	11
forget	2
Take	1
dish	1
really,	1
Brown	2
to	99
hideout	1
Honey,	1
sound	1
woman	1
sitting	1
very	6
I'd	2
worst	1
decide	2
fall	1
I'm	35
neurological	1
Don't	4
list	5
large	1
small	4
neighborhood	2
top-five	1
intricate	1
should.	1
pass	1
cheetah.	1
what	13
learned	1
escaping	1
certainly	1
cookie?	1
situation	1
strong	1
fuck?	1
What...	1
brutal	1
yourself.	2
doobage?	1
homeless.	1
family	4
know?	2
know.	6
know,	19
guess.	1
takes	1
two	4
flowers.	1
God.	1
more	6
ahead.	1
Fine.	1
Apparently,	1
go,	3
So	7
broke	3
before--	1
And...	2
glad	2
reckless.	1
market.	1
keeping	1
Now	1
shit.	1
hour	1
online,	1
Your	1
history	1
embarrassing	1
huge	1
Doug?	1
Like,	1
breaking	1
Doug,	4
Dude,	1
Doug.	2
Good.	1
Doug!	1
tried	1
fancy.	1
state.	1
Mrs.	4
coming	2
Nothing.	1
response	1
a	86
Churchill	1
that's	8
What	12
would,	1
help	1
don't	23
hell	3
occasion?	1
predator.	1
actually	3
might	4
haven't	2
it.	11
it,	4
good	7
somebody	1
Sam.	3
Sam,	9
ya	1
it?	1
Sam?	1
you've	3
always	3
Kush?	1
found	1
difficult	1
isn't	1
everyone	1
Corvette.	1
hard	1
house.	1
really	8
missed	1
Nelly	1
Evan,	1
Evan.	2
outrun	2
colleges	1
guess	3
ask	3
Cigarettes?	1
attention?	1
expecting	1
major	2
feel	1
radical	1
who.	1
fancy	1
Indian	1
18,	1
minutes.	1
miss	1
you'd	5
well,	2
story	1
family.	1
family,	1
least	2
didn't.	1
store	1
relationship	1
"A"s.	1
crap.	2
serious?	2
yai.	1
cup?	1
from?	1
believe	2
kind	2
gotten	1
supposed	1
hot.	1
head,	1
part,	1
sandwiches	1
room's	1
Go,	1
play	1
honey?	1
sentence,	1
yai,	1
honey,	1
eaten	1
The	7
cover	1
yeah.	1
yeah,	6
clean	1
weigh	1
If	1
night,	1
stoner	1
You're	5
daughter...	1
Oops,	1
fine	2
find	2
hi.	1
French	1
pretty	1
"Cigarettes?	1
his	4
prowess	1
Weren't	1
him	1
Help	1
remove	1
wrote	2
sex	2
see	9
are	17
sips	1
close	1
matter	2
kid's	1
years.	2
probably	2
other's	1
upstairs.	1
Could	1
days.	2
incident	1
"not	1
both	1
condition,	1
last	3
wouldn't	2
starting!	1
recruited.	1
whole	1
liked	1
tornado.	1
race,	2
whatever	1
vroom.	1
Was	3
race?	1
there,	1
there.	1
My	3
Most	1
Sorry.	2
Sorry,	1
Rashid	1
like,	3
else	1
dude.	1
understand	1
She's	4
towns	1
look	1
opportunity.	1
hittin'	1
"aah."	1
Huh?	1
Static.	1
hoping	1
Tip	1
husband.	1
Gutierrez	1
Casey's	1
away.	2
away,	1
So,	10
rules	1
whore.	1
so...	1
used	1
boyfriend,	1
daughter,	1
people!	1
leaves.	1
obviously	1
person	1
daughter?	1
address.	1
matter.	1
reviewed	1
We're	1
using	2
matter?	1
cut	1
parents	1
beer.	1
hates	1
Did	1
When	1
couple	1
like	31
What,	1
ignore	1
continue	1
surprise.	1
Hey.	1
Hey,	8
Silent	1
some	3
back	5
Hey!	3
Damn	1
sprint	1
pet	1
pros	4
per	1
just,	1
Sugar.	1
pee	1
dating	1
good,	1
Here's	2
Something	1
be	23
run	1
remembered	1
father.	1
by	1
anything	2
competition.	1
pro.	1
seeing	1
girlfriend?	1
'cause	2
into	4
How?	1
boy,	1
girlfriend,	1
girlfriend.	1
icebreaker	1
figs.	4
Reminds	1
fast	1
we're	3
Come	2
smell,	1
invite	1
♪	60
episode	1
I'll	7
up	4
us	1
called	1
distracted,	1
deadliest	1
Ice	1
To	2
Luisa	1
everybody.	1
hyena	1
peace	1
Mad	1
nice	4
curveballs.	1
three-word	1
she'd	1
An	1
back.	3
Casey,	2
Casey.	2
far	1
she's	2
having	2
once	1
sometimes,	1
incorrectly,	1
go	10
Someone	1
Pines.	1
helps	1
Not	2
Aren't	1
sent	1
minus.	1
random	1
It's,	1
Marketplace,	2
dessert?	1
No,	11
No.	9
Nope.	1
language.	2
try	1
race	1
and...	1
ponytail.	1
ponytail,	1
other.	1
jump	1
beast,	1
that,	3
make.	1
that.	4
unsynchronized	1
Ah.	3
foods.	1
Sam's	3
that?	2
body	1
Zahid,	1
Zahid.	1
let	2
sexy	1
great	2
larger	1
race...	1
apple	2
scales	1
win	1
confession	1
standing	1
use	2
from	5
Edison.	1
iced	1
few	1
examination	1
box.	1
babe	1
rich	1
name.	2
Just--	1
box?	1
balls	1
animals	1
this	15
us.	1
meet	1
high	1
Mr.	2
something	2
bones	1
sit	1
six	2
Mm-hmm.	3
Clayton	6
awesome.	1
victories.	2
England.	1
rap,	1
Uber	1
dinner?	1
honestly	1
dinner.	1
dinner,	2
Who	1
hand.	1
wow.	1
won't	1
"willy-nilly"	1
heavily.	1
la	2
Who's	2
world.	2
world,	1
dad	1
Ay,	1
me--	1
Register	1
Can	4
day	1
Sam	8
Zahid	1
Guys,	1
From	4
Pronounces	1
abrasive	1
doing	1
Penguin,	1
our	5
special	3
out	6
reeks.	1
don't.	1
red	1
headphones,	1
headphones.	1
This	5
reacts	1
completely	1
Amazing.	1
things.	1
things,	1
could	4
keep	2
anyone.	1
lately,	1
list,	1
lately.	1
list.	1
have.	1
doesn't	4
drill.	1
just...	1
their	2
Saturday.	1
messing	1
shell	1
big	2
chagrin	1
nobody	2
environmental	1
later.	2
lion	1
Why'd	1
behaviors	1
Spam	1
tabs	1
hilarious!	1
have	27
need	10
studying	2
400,	1
which	1
autism.	1
Yeah?	2
who	2
business,	1
Yeah.	16
Yeah,	14
why	5
babe,	1
bot.	1
Some	1
looked	1
Wow.	3
face.	1
Wow!	1
kiddos.	1
one.	2
purely	1
planning	1
mean,	16
rough	1
Sugar...	1
Whoa.	1
Shut	2
grabbed	2
Whoa!	1
team.	1
Mom	1
local	1
Resourcefulness.	1
meant	1
Applause	1
please?	1
means	2
lucky	1
Aah!	1
autism,"	1
Because	2
course	1
married	1
anything.	1
calling	1
Briggs,	1
stuff	4
she	10
grab	1
humans	1
Honey...	1
powder	1
scroll.	1
Good	2
study.	1
Vermont.	1
Tushar.	1
mind.	1
bought	2
etching.	1
deliver	1
cookies.	1
trying.	1
did,	1
Would	1
Doesn't	2
Girls	1
walk	1
studying?	1
cousin	1
done.	2
Get	1
it's	18
treat	1
controlled	1
she's...	1
46.	1
smoking	2
That's	12
And	23
ya?	1
words.	1
vanilla	1
will	2
Pretty	1
diagnosis.	1
You	40
though,	1
pattern.	1
We'd	1
practice	1
sit?	1
fucked	1
off	2
fox.	1
well	2
Julia	3
bothering	2
Elsa	1
uh...	1
moments	1
should've	1
going?	1
Oh,	15
Oh.	5
work.	1
shoes.	1
Dessert.	2
Oh!	4
add	2
other	3
By	1
kick	1
tests	1
came.	1
room.	1
higher-functioning	2
who's	2
know	19
store.	1
helpful	1
success	1
sofa	1
replacement	1
because	6
hair	2
There's	2
school's	1
before.	1
does	1
Clayton's	1
?	1
biology	1
slight	1
stuff.	1
pressure	1
instinct	1
about	15
getting	7
happen?	1
chance	1
reflexes,	1
breakthrough.	1
happen.	1
top-of-the-line.	1
equally	1
own	2
times.	1
Jesus!	1
Sure.	1
minute.	1
Paige?	5
mad.	1
mad,	1
kidding	1
Paige,	2
Paige.	2
much	2
mad?	1
place.	1
jinx	1
We'll	1
buy	1
bus	2
but	17
neutral	1
he	14
made	5
whether	1
this,	1
signed	1
Olympics,	1
spot.	1
eyes,	1
this?	1
friend.	1
pie	2
arms,	1
girl	7
since.	1
if...	1
Never	1
detail	1
book	1
I...	2
people-first	2
again.	2
again,	1
living	2
in.	2
upset.	1
friends	1
Coach	2
came	1
Well,	11
news.	4
