Word	Count
"I'm	1
trying	3
with	19
kiss.	1
he	24
I'll	8
throw	1
made	1
Gold	1
are.	2
flaps?	1
he?	1
attached	1
this,	4
us	3
this.	1
growth	1
Homework?	1
Parking	1
shell,	1
Aren't	1
AC?	1
called	3
this?	3
Doesn't	1
proud	1
car,	1
distracted.	1
asking	2
bed.	1
year	1
influence	1
Thursday	1
an	4
How	6
as	1
diverse	1
right	1
at	14
pushing	3
But...	2
girlfriend	1
kissed	1
pit	1
autism	3
shit	1
idea.	2
clothes?	2
shakes.	1
no	6
Track	1
Elsa	1
when	7
gray,"	1
ourselves	1
afford	1
Excuse	2
but...	1
I...	1
you	73
really	4
smell	1
what's	1
erratically.	1
nice	3
picture	3
jacket.	1
again.	2
Like	1
repeatedly...	1
Madison.	1
walk.	1
time	3
does.	1
much	2
in,	1
upset,	1
Park.	2
Exactly...	1
want?	1
out.	1
annoying?	1
Hmm?	1
Mexican	1
reason.	1
Casey?	3
socially,	1
dog	1
Friday,	1
walked	1
layer.	1
nice.	2
Well,	8
power.	1
this...	1
Casey,	1
scare	1
Casey.	4
push	2
she's	5
requires	1
having	2
once	1
