Word	Count
thing	1
buttered	1
Like,	3
breaking	1
Mm-hmm.	1
place,	1
specimen,	1
write	2
how	7
hot	1
chicks	1
said.	1
dance,	1
steps,	1
guarantee	1
Why	8
stand	1
cousin.	2
okay	1
apology.	1
apology,	1
summer	1
Maybe.	1
waters	1
after	3
British	1
per	1
wrong	1
suggestion,	1
space.	1
Aw!	1
Wild	1
such	2
data	1
eighth	2
behavioral	1
man	1
a	66
All	3
explain,	1
different,	1
appreciate	4
descends	1
menu,	1
One	1
their	2
inform	1
dance.	2
cold,	1
so	17
things	3
necklace	4
every	1
Trust	1
wrong.	1
make	8
talk	1
that's	6
no,	3
yeah,	1
What	9
Who	2
school.	2
stuck,	1
don't	33
toget	1
over	3
hat.	1
sweet.	1
no!	2
too.	1
years	1
ended	1
21.	1
bad?	1
won't	1
mom.	1
mom,	1
shh,	2
cold	1
shh.	1
birds	1
bunch	1
honesty.	1
back,	1
krill,	1
27	1
thank	3
around?	1
soaking	1
What's	4
Planet.	1
Doug.	2
Here	1
actually	2
better	1
truth.	1
window	1
there,	1
died?	1
celebrate	1
win.	1
hidden	1
might	2
anymore!	1
haven't	1
ready.	1
dad	1
then	3
welcome.	1
good	5
stupid	1
Sam.	3
igloo.	6
Sam,	4
look.	1
practice	1
spent...	1
devised,	1
it!	1
break	3
it?	4
year.	1
happened?	1
Sam?	5
Can	2
they	5
igloo?	1
not	19
Dad?	2
now	4
rental	1
day	2
snow.	1
fine.	2
Just	2
Sam	4
In	3
yesterday.	1
always	4
snowing.	1
appropriate	3
soon.	1
Luisa,	1
Say	1
Zahid	2
Fortunately,	1
done	4
Sounds	1
bills	1
isn't	3
mean	3
after...	1
really.	2
math.	1
forgive	1
doing	4
house	1
apologize	1
I--	1
memorial.	1
Penguin.	1
appointment.	1
times.	1
Frozen	1
expect	2
Which	1
$99,	1
funny.	1
happen	1
calling	1
Uh-huh.	1
thick	1
out	6
together,	1
leave	1
flower	1
repeat,	1
Third	1
Julia!	1
entertainment	1
Julia.	12
Evan?	1
since	1
mattered	1
have.	1
day.	1
mess	1
empathy,	1
mate	1
is.	4
too...	1
Maybe	2
Honey!	1
got	11
millions	1
two.	1
cutest	1
you're	6
This	4
Sea.	1
to...	1
Sometimes	2
Spent	1
Go	2
spill	1
who	2
So...	1
imagine	1
put	2
Meet	1
teach	1
wanted	5
marine	2
though?	1
Isn't	1
care	1
happening,	1
go.	8
her	14
thread	1
People	1
I-I	2
could	1
needing	1
kiss	2
lovely	1
keep	5
creates	2
turn	3
feelings.	4
place	1
Antarctic	3
shark,	1
think	14
first	4
size	1
cheese	1
love.	1
anymore.	2
Why?	2
feel	5
too,	1
There	5
Elsa	1
one	4
died.	1
lately.	1
Mm-mm-mm,	1
brain.	1
redemption.	1
number?	1
short,	1
message	1
fight	1
miss	1
interest.	1
her.	3
take	3
doesn't	2
guess	2
enough?	1
silent	1
Chicks	1
family.	2
top	1
just...	2
girls	2
patient,	1
scene.	1
two?	1
blurts	1
conservation	1
too	1
passed	1
time	2
wrapped	1
Suck	1
role.	1
really	14
baby,	1
patient?	1
eyes	1
way	3
relationship	1
that	35
checklist	1
Having	1
glad	1
much,	1
grow,	1
much.	1
over.	1
ridiculous	1
was,	1
Enchanté.	1
Wait,	1
Um...	1
believe	1
serious.	1
than	5
boyfriend	2
loved	2
kind	2
Code	1
Well...	2
night.	1
peed	1
Hmm.	1
enabled	1
Only	1
return.	1
See	1
protected	1
supposed	1
loves	1
were	9
college	1
playing]	1
people.	1
great.	1
old.	1
and	48
Tuesday	1
He's	2
Adélie,	29
talking	4
say	3
not,	1
Pugh	1
buried	1
have	41
need	8
seen	1
honey,	1
saw	1
any	2
complete	1
Do	6
Exactly.	1
guys.	1
do.	3
on,	1
dancing	1
What?	5
there?	2
often,	1
sound.	1
point,	1
snow	3
little.	1
Let's	5
sound	1
soda.	1
been...	1
do?	2
which	4
finding	1
bad.	1
world.	1
Miles?	1
With	1
fault.	1
point?	1
order.	1
that,	6
to-do	1
sure	2
lunch?	1
though	1
track	1
fantastic!	1
knew	3
Go!	1
what	11
mate.	1
you"	1
emperor,	28
most	1
Yeah,	3
mouth	1
fast.	1
The	2
Paige	5
the	65
Yeah!	1
Shut	1
downstairs.	1
Lewis	1
That	4
upset	1
drive	1
strawberries?	2
yeah.	1
Wow.	2
something,	1
definitely	1
Shh!	1
Want	1
Shh,	1
skinny	1
not.	2
affair.	1
takin'	1
lying	1
stones	1
show	3
right...	1
able	1
Merrymaking	2
no.	3
one.	3
that!	1
about?	1
bring	1
toddler.	1
pinch	1
titties.	2
Ah,	1
absorbs	1
mean,	5
find	3
help	1
crush	2
We	7
squeeze	1
based	1
uh...	2
hanging	1
front	1
"Merrymaking	1
school,	1
baby's	1
French	2
should	6
failed	1
only	2
going	5
pretty	2
photo	1
feel...	1
Now,	2
penguin	3
history.	1
uh,	1
hope	1
meant	1
do	15
his	6
colorful	1
get	9
dependent	1
Stalkery-sweet.	1
stop	1
She	3
Julia...	3
dope?	1
asshole.	1
open.	1
please.	1
warmth.	1
invited	1
real-life	1
him	6
inappropriate.	1
mind.	1
Because	6
cousin?	1
autistic	1
course	1
poutine.	1
Washington	1
anything.	2
base.	1
idiot.	2
punch.	1
bad	1
efforts,	1
bus.	2
she	14
dude!	1
them.	1
situation!	1
relentless	1
silently	1
Quiet!	1
upset,	1
dump	2
Bite	1
shake	1
chilly.	1
safe.	1
around	2
up	10
Honey...	1
see	4
As	1
dumb	1
are	14
parking	1
smallest	1
noodles	1
care.	1
"why"	1
planet	1
said	1
inappropriate	1
lots	2
away	1
missing	1
thinking?	1
commitments	1
man?	1
father's	1
there's	2
whatever.	1
horrible	1
probably	2
Doubling	1
man.	1
tux	1
we	12
hot!	1
At	1
nature	2
down.	1
prettiest	1
clean	1
lover	1
doing.	1
job	2
Here.	1
eyes.	1
cousin	1
come	4
whatever,	1
pool.	1
both	2
Teenage	1
loans.	1
last	2
many	2
wouldn't	3
he's	1
pretty,	1
quiet	1
it's,	1
agree	1
hugged	1
snowstorm,	1
slate...	1
way.	1
way,	3
awesome!	1
let	1
like,	1
Lime	1
whole	4
already.	1
can't	4
Really,	1
Garden.	1
Guess	1
volcanic	1
tough	1
knew.	2
cute?	1
chinstrap,	28
seems	2
done?	1
If	2
want?	1
fair.	1
fix	1
guns,	1
Really?	1
together.	3
Way	1
amazing.	1
don't,	1
Sorry	1
trust	2
mission	1
want.	1
sense.	1
now,	1
there.	3
Sorry?	1
Headphones.	1
I've	6
chinstrap...	1
it's	14
create	1
assholes.	1
three	1
But	17
cared	1
Most	1
Double-O	1
now?	1
treat	1
deep,	1
rump	1
passive-aggressive	1
comic	1
home.	3
dead.	1
life	1
certainly	1
Especially	1
brother	1
God.	2
what's	5
work?	1
phalanges.	1
protect	2
else	1
dude,	1
dude.	2
understand	1
child	1
She's	1
dating,	1
those	3
breakfast,	1
And	15
her?	2
look	6
gentoo!	6
angry,	1
okay,	1
clearly,	1
okay.	2
as	2
responding	1
sometime	1
own.	2
okay?	3
gin	2
taking	1
it.	7
stuffing	1
televisions.	1
movement	1
huh?	1
is	14
you...	1
person.	2
it	31
person,	1
sleeping	1
helped	2
girls,	1
girls.	1
bleed	1
Pretty	1
in	39
booth.	1
Come	1
You	36
But,	1
girls!	1
2015,	1
trusted	1
if	14
so,	2
funny	1
dad.	1
heart,	3
perform	1
pay	1
normal.	1
look!	1
reminded	1
So,	3
lava	1
clearly	1
close,	1
ended.	1
Of	1
worry.	1
off	1
gets	1
conflict	1
here.	7
Look	5
They're	2
used	1
bullshit.	1
Then	2
I	166
closet.	1
here,	3
yesterday	1
see,	1
hand	1
kept	1
bro.	1
uses	1
Drug	1
student	1
fun.	1
changing	1
dances.	2
warming	1
kid	1
yet?	1
chemistry.	1
get,	1
seven-part	1
French.	1
Is	4
cool?	1
Didn't	1
It	10
Julia	1
obviously	1
thought	8
person	3
yet,	1
emergencies.	1
married.	1
does	2
thing,	2
retrace	1
um...	1
cool.	1
smoked	1
drawing	1
researchers	1
sorry.	6
You're	7
couldn't	1
do!	1
Thank	3
just	21
being	2
money	1
matter.	1
named	2
schools	1
perfect.	1
minutes,	1
We're	2
old-school	1
touch	1
together?	2
thumps	1
Stalkery,	1
Oh,	12
props.	1
Oh.	4
also	1
thinking	1
had	4
bullshit	2
either.	1
simple	1
spread	1
know?	3
Olive	1
has	6
totally	1
fun?	1
gave	3
bio	1
know...	1
race	1
Yeah.	6
soup,	1
Oh	3
Did	5
big	2
seat.	1
looks	1
crushed	1
gonna	8
minutes.	2
heat?	1
built	1
know	28
mom	3
sorry,	1
swimming	1
world	1
sorry!	1
unique	1
lady	1
Or	2
brought	1
chocolate-covered	1
stuff	1
like	16
lost	2
Gardner!	1
memorized.	1
snowflake	1
heart	2
remind	1
three-quarters	1
steps	1
Are	1
lose	3
Jeez,	1
steps.	1
complicated.	1
Hey.	5
simple,	1
Hey,	5
because	7
Clayton.	1
school	1
people	6
Skelly	1
Since	1
some	6
back	2
Hey!	1
hair	1
chunks	1
There's	2
"I	1
♪	34
left.	1
watching?	1
structure.	1
happens	1
simple.	3
You've	1
stuck	1
for	13
overly	1
ice	2
everything	4
Living	1
asking	1
boobs...	1
soundproofing	1
Casey!	1
board.	1
good,	1
tonic.	1
good.	4
He	6
splits.	1
be	18
felt	2
stuff!	1
schedule	1
left	1
Ew!	1
now.	1
then...	1
Paige's	1
period...	2
murdered	1
dancing.	1
hectic	1
found	3
pasta	1
drawn	1
cars.	1
super	2
by	8
simpler	1
on	29
about	13
mature,	1
hard	1
Sorry.	1
anything	1
getting	2
of	39
neurotypicals.	1
"How"	1
out!	1
Hi.	2
pockets	1
herself.	1
own	1
um,	1
awful.	1
documentary	1
or	8
Best	1
Really	1
Yes.	2
difference.	2
this.	3
Got	1
for.	1
No	1
low.	1
into	5
accent.	1
Dad!	1
Now.	1
garage,	2
down	3
Their	1
guard	1
girlfriend.	1
better,	1
been	12
homeless	1
heated	1
continent.	1
butter,	1
annoys	1
worst.	1
your	20
Sure.	1
slate.	1
touched.	1
Paige?	1
don't...	1
breakdown.	1
prepare	1
area	1
mad.	1
there	4
long	1
why	2
Paige,	1
start	2
Paige.	5
much	3
we're	1
lot	2
wet?	1
delicious.	1
wings	1
place.	1
was	21
Paige!	1
happy	1
you.	22
We'll	1
you,	5
Animals	1
jacks	1
time.	1
what?	4
sleepyhead.	1
but	16
so.	1
you?	3
Honey,	2
heat	1
hear	2
house,	1
what.	2
what,	1
with	23
doubling	1
he	8
I'll	6
ID?	1
made	8
romantic	1
win,	1
whether	2
wish	1
sounds	1
smooth	1
this,	2
us	2
tell	4
ID.	1
retraced	1
note	1
done.	1
They	8
Close	1
$200,000	2
more	4
Clayton	1
called	2
this?	5
we'd	1
helpful.	1
Doesn't	1
us,	1
tool.	1
taste	1
empathy.	1
Place"	1
gift.	1
an	10
How	2
research.	1
Harris's	1
right	2
at	11
our	2
girlfriend	4
Yep.	1
plan	1
Clean	1
shit	1
virginity!	1
Yeah?	1
no	3
present,	1
heat.	1
wet.	1
Never	1
when	10
Antarctica	2
tessellate	1
other	1
knowing,	1
holding	1
test	3
I...	1
you	108
call.	1
thousand	2
dresses	1
nice	5
in?	1
again.	1
Like	2
separate	1
period.	1
commitment,	1
blankets?	1
planet.	1
does.	1
stay	2
let's	3
AP	1
in.	1
freezing	1
Shorty?	1
period?	1
hurt	3
upset!	1
needed	1
punch	1
penguins	2
phone	1
someone,	1
life's	1
excuse.	1
warm.	1
alone,	1
back.	3
Well,	7
snows,	1
bucks!	1
mass	1
presenting	1
Casey.	2
push	1
she's	1
someone?	1
having	1
once	1
